sku,nombre,precio,stock,categoria,descripcion,imagenUrl
,Producto 63077,630770.50,77,Belleza,Descripción del producto 63077,https://cdn.example.com/img/63077.jpg
SKU-63078,Producto 63078,630780.50,78,Herramientas,Descripción del producto 63078,https://cdn.example.com/img/63078.jpg
SKU-63079,Producto 63079,630790.50,79,Mascotas,Descripción del producto 63079,https://cdn.example.com/img/63079.jpg
SKU-63080,Producto 63080,630800.50,-80,Electrónica,Descripción del producto 63080,https://cdn.example.com/img/63080.jpg
SKU-63081,  Producto   63081   con   espacios  ,630810.50,81,Hogar,Descripción del producto 63081,https://cdn.example.com/img/63081.jpg
SKU-63082,Producto 63082,630820.50,82,Ropa,Descripción del producto 63082,https://cdn.example.com/img/63082.jpg
SKU-63083,Producto 63083,630830.50,83,Deportes,Descripción del producto 63083,https://cdn.example.com/img/63083.jpg
,Producto 63084,630840.50,84,Juguetes,Descripción del producto 63084,https://cdn.example.com/img/63084.jpg
SKU-63085,,630850.50,85,Libros,Descripción del producto 63085,https://cdn.example.com/img/63085.jpg
SKU-63086,Producto 63086,630860.50,86,Alimentos,Descripción del producto 63086,https://cdn.example.com/img/63086.jpg
SKU-63087,Producto 63087,630870.50,87.75,Belleza,Descripción del producto 63087,https://cdn.example.com/img/63087.jpg
SKU-63088,Producto 63088,630880.50,88,Herramientas,Descripción del producto 63088,https://cdn.example.com/img/63088.jpg
SKU-63089,Producto 63089,-630890.50,89,Mascotas,Descripción del producto 63089,https://cdn.example.com/img/63089.jpg
SKU-63090,Producto 63090,630900.50,90,Electrónica,Descripción del producto 63090,https://cdn.example.com/img/63090.jpg
,Producto 63091,630910.50,91,Hogar,Descripción del producto 63091,https://cdn.example.com/img/63091.jpg
SKU-63092,Producto 63092,630920.50,92,Ropa,Descripción del producto 63092,https://cdn.example.com/img/63092.jpg
SKU-63093,Producto 63093,630930.50,93,Deportes,Descripción del producto 63093,https://cdn.example.com/img/63093.jpg
SKU-63094,Producto 63094,630940.50,94,Juguetes,Descripción del producto 63094,https://cdn.example.com/img/63094.jpg
SKU-63095,Producto 63095,630950.50,95,Libros,Descripción del producto 63095,https://cdn.example.com/img/63095.jpg
SKU-63096,,630960.50,96,Alimentos,Descripción del producto 63096,https://cdn.example.com/img/63096.jpg
SKU-63097,Producto 63097,630970.50,97,Belleza,Descripción del producto 63097,https://cdn.example.com/img/63097.jpg
,Producto 63098,630980.50,98,Herramientas,Descripción del producto 63098,https://cdn.example.com/img/63098.jpg
SKU-63099,Producto 63099,630990.50,-99,Mascotas,Descripción del producto 63099,https://cdn.example.com/img/63099.jpg
SKU-63100,Producto 63100,631000.50,100,Electrónica,Descripción del producto 63100,https://cdn.example.com/img/63100.jpg
SKU-63101,Producto 63101,631010.50,101,Hogar,Descripción del producto 63101,https://cdn.example.com/img/63101.jpg
SKU-63102,Producto 63102,-631020.50,102,Ropa,Descripción del producto 63102,https://cdn.example.com/img/63102.jpg
SKU-63103,Producto 63103,631030.50,103,Deportes,Descripción del producto 63103,https://cdn.example.com/img/63103.jpg
SKU-63104,Producto 63104,631040.50,104.75,Juguetes,Descripción del producto 63104,https://cdn.example.com/img/63104.jpg
,Producto 63105,631050.50,105,Libros,Descripción del producto 63105,https://cdn.example.com/img/63105.jpg
SKU-63106,Producto 63106,631060.50,106,Alimentos,Descripción del producto 63106,https://cdn.example.com/img/63106.jpg
SKU-63107,,631070.50,107,Belleza,Descripción del producto 63107,https://cdn.example.com/img/63107.jpg
SKU-63108,Producto 63108,631080.50,108,Herramientas,Descripción del producto 63108,https://cdn.example.com/img/63108.jpg
SKU-63109,Producto 63109,631090.50,109,Mascotas,Descripción del producto 63109,https://cdn.example.com/img/63109.jpg
SKU-63110,Producto 63110,631100.50,110,Electrónica,Descripción del producto 63110,https://cdn.example.com/img/63110.jpg
SKU-63111,Producto 63111,631110.50,111,Hogar,Descripción del producto 63111,https://cdn.example.com/img/63111.jpg
,Producto 63112,631120.50,112,Ropa,Descripción del producto 63112,https://cdn.example.com/img/63112.jpg
SKU-63113,Producto 63113,631130.50,113,Deportes,Descripción del producto 63113,https://cdn.example.com/img/63113.jpg
SKU-63114,Producto 63114,631140.50,114,Juguetes,Descripción del producto 63114,https://cdn.example.com/img/63114.jpg
SKU-63115,Producto 63115,-631150.50,115,Libros,Descripción del producto 63115,https://cdn.example.com/img/63115.jpg
SKU-63116,Producto 63116,no-es-un-numero,116,Alimentos,Descripción del producto 63116,https://cdn.example.com/img/63116.jpg
SKU-63117,Producto 63117,631170.50,117,Belleza,Descripción del producto 63117,https://cdn.example.com/img/63117.jpg
SKU-63118,,631180.50,118,Herramientas,Descripción del producto 63118,https://cdn.example.com/img/63118.jpg
,Producto 63119,631190.50,119,Mascotas,Descripción del producto 63119,https://cdn.example.com/img/63119.jpg
SKU-63120,Producto 63120,631200.50,120,Electrónica,Descripción del producto 63120,https://cdn.example.com/img/63120.jpg
SKU-63121,Producto 63121,631210.50,121.75,Hogar,Descripción del producto 63121,https://cdn.example.com/img/63121.jpg
SKU-63122,Producto 63122,631220.50,abc,Ropa,Descripción del producto 63122,https://cdn.example.com/img/63122.jpg
SKU-63123,Producto 63123,631230.50,123,DEPORTES,Descripción del producto 63123,https://cdn.example.com/img/63123.jpg
SKU-63124,  Producto   63124   con   espacios  ,631240.50,124,Juguetes,Descripción del producto 63124,https://cdn.example.com/img/63124.jpg
SKU-63125,Producto 63125,631250.50,125,Libros,Descripción del producto 63125,https://cdn.example.com/img/63125.jpg
,Producto 63126,631260.50,126,Alimentos,Descripción del producto 63126,https://cdn.example.com/img/63126.jpg
SKU-63127,Producto 63127,631270.50,127,Belleza,Descripción del producto 63127,https://cdn.example.com/img/63127.jpg
SKU-63128,Producto 63128,-631280.50,128,Herramientas,Descripción del producto 63128,https://cdn.example.com/img/63128.jpg
SKU-63129,,631290.50,129,Mascotas,Descripción del producto 63129,https://cdn.example.com/img/63129.jpg
SKU-63130,Producto 63130,631300.123456,130,Electrónica,Descripción del producto 63130,https://cdn.example.com/img/63130.jpg
SKU-63131,Producto 63131,631310.50,131,Hogar,Descripción del producto 63131,https://cdn.example.com/img/63131.jpg
SKU-63132,Producto 63132,631320.50,132,Ropa,Descripción del producto 63132,https://cdn.example.com/img/63132.jpg
,Producto 63133,631330.50,133,Deportes,Descripción del producto 63133,https://cdn.example.com/img/63133.jpg
SKU-63134,Producto 63134,631340.50,134,Juguetes,Descripción del producto 63134,https://cdn.example.com/img/63134.jpg
SKU-63135,Producto 63135,631350.50,135,,Descripción del producto 63135,https://cdn.example.com/img/63135.jpg
SKU-63136,Producto 63136,631360.50,136,Alimentos,Descripción del producto 63136,https://cdn.example.com/img/63136.jpg
SKU-63137,Producto 63137,631370.50,-137,Belleza,Descripción del producto 63137,https://cdn.example.com/img/63137.jpg
SKU-63138,Producto 63138,631380.50,138.75,Herramientas,Descripción del producto 63138,https://cdn.example.com/img/63138.jpg
SKU-63139,Producto 63139,631390.50,139,Mascotas,Descripción del producto 63139,https://cdn.example.com/img/63139.jpg
,Producto 63140,631400.50,140,Electrónica,Descripción del producto 63140,https://cdn.example.com/img/63140.jpg
SKU-63141,Producto 63141,-631410.50,141,Hogar,Descripción del producto 63141,https://cdn.example.com/img/63141.jpg
SKU-63142,Producto 63142,631420.50,142,Ropa,Descripción del producto 63142,https://cdn.example.com/img/63142.jpg
SKU-63143,Producto 63143,631430.50,143,Deportes,Descripción del producto 63143,https://cdn.example.com/img/63143.jpg
SKU-63144,Producto 63144,631440.50,144,Juguetes,Descripción del producto 63144,https://cdn.example.com/img/63144.jpg
SKU-63145,Producto 63145,631450.50,145,Libros,Descripción del producto 63145,https://cdn.example.com/img/63145.jpg
SKU-63146,Producto 63146,631460.50,146,Alimentos,Descripción del producto 63146,https://cdn.example.com/img/63146.jpg
,Producto 63147,631470.50,147,Belleza,Descripción del producto 63147,https://cdn.example.com/img/63147.jpg
SKU-63148,Producto 63148,631480.50,148,Herramientas,Descripción del producto 63148,https://cdn.example.com/img/63148.jpg
SKU-63149,Producto 63149,631490.50,149,Mascotas,Descripción del producto 63149,https://cdn.example.com/img/63149.jpg
SKU-63150,Producto 63150,631500.50,150,Electrónica,Descripción del producto 63150,https://cdn.example.com/img/63150.jpg
SKU-63151,,631510.50,151,Hogar,Descripción del producto 63151,https://cdn.example.com/img/63151.jpg
SKU-63152,Producto 63152,631520.50,152,Ropa,Descripción del producto 63152,https://cdn.example.com/img/63152.jpg
SKU-63153,Producto 63153,631530.50,153,Deportes,Descripción del producto 63153,https://cdn.example.com/img/63153.jpg
,Producto 63154,631540.50,154,Juguetes,Descripción del producto 63154,https://cdn.example.com/img/63154.jpg
SKU-63155,Producto 63155,631550.50,155.75,Libros,Descripción del producto 63155,https://cdn.example.com/img/63155.jpg
SKU-63156,Producto 63156,631560.50,-156,Alimentos,Descripción del producto 63156,https://cdn.example.com/img/63156.jpg
SKU-63157,Producto 63157,631570.50,157,Belleza,Descripción del producto 63157,https://cdn.example.com/img/63157.jpg
SKU-63158,Producto 63158,631580.50,158,,Descripción del producto 63158,https://cdn.example.com/img/63158.jpg
SKU-63159,Producto 63159,631590.50,abc,Mascotas,Descripción del producto 63159,https://cdn.example.com/img/63159.jpg
SKU-63160,Producto 63160,631600.50,160,Electrónica,Descripción del producto 63160,https://cdn.example.com/img/63160.jpg
,Producto 63161,631610.50,161,Hogar,Descripción del producto 63161,https://cdn.example.com/img/63161.jpg
SKU-63162,,631620.50,162,Ropa,Descripción del producto 63162,https://cdn.example.com/img/63162.jpg
SKU-63163,Producto 63163,631630.50,163,Deportes,Descripción del producto 63163,https://cdn.example.com/img/63163.jpg
SKU-63164,Producto 63164,631640.50,164,Juguetes,Descripción del producto 63164,https://cdn.example.com/img/63164.jpg
SKU-63165,Producto 63165,631650.50,165,Libros,Descripción del producto 63165,https://cdn.example.com/img/63165.jpg
SKU-63166,Producto 63166,631660.50,166,Alimentos,Descripción del producto 63166,https://cdn.example.com/img/63166.jpg
SKU-63167,Producto 63167,-631670.50,167,Belleza,Descripción del producto 63167,https://cdn.example.com/img/63167.jpg
,Producto 63168,631680.50,168,Herramientas,Descripción del producto 63168,https://cdn.example.com/img/63168.jpg
SKU-63169,Producto 63169,631690.50,169,Mascotas,Descripción del producto 63169,https://cdn.example.com/img/63169.jpg
SKU-63170,Producto 63170,631700.50,170,Electrónica,Descripción del producto 63170,https://cdn.example.com/img/63170.jpg
SKU-63171,Producto 63171,631710.50,171,Hogar,Descripción del producto 63171,https://cdn.example.com/img/63171.jpg
SKU-63172,Producto 63172,631720.50,172.75,Ropa,Descripción del producto 63172,https://cdn.example.com/img/63172.jpg
SKU-63173,,631730.50,173,Deportes,Descripción del producto 63173,https://cdn.example.com/img/63173.jpg
SKU-63174,Producto 63174,631740.50,174,Juguetes,Descripción del producto 63174,https://cdn.example.com/img/63174.jpg
,Producto 63175,631750.50,175,Libros,Descripción del producto 63175,https://cdn.example.com/img/63175.jpg
SKU-63176,Producto 63176,631760.50,176,ALIMENTOS,Descripción del producto 63176,https://cdn.example.com/img/63176.jpg
SKU-63177,Producto 63177,631770.50,177,Belleza,Descripción del producto 63177,https://cdn.example.com/img/63177.jpg
SKU-63178,Producto 63178,no-es-un-numero,178,Herramientas,Descripción del producto 63178,https://cdn.example.com/img/63178.jpg
SKU-63179,Producto 63179,631790.50,179,Mascotas,Descripción del producto 63179,https://cdn.example.com/img/63179.jpg
SKU-63180,Producto 63180,-631800.50,180,Electrónica,Descripción del producto 63180,https://cdn.example.com/img/63180.jpg
SKU-63181,Producto 63181,631810.50,181,,Descripción del producto 63181,https://cdn.example.com/img/63181.jpg
,Producto 63182,631820.50,182,Ropa,Descripción del producto 63182,https://cdn.example.com/img/63182.jpg
SKU-63183,Producto 63183,631830.50,183,Deportes,Descripción del producto 63183,https://cdn.example.com/img/63183.jpg
SKU-63184,,631840.50,184,Juguetes,Descripción del producto 63184,https://cdn.example.com/img/63184.jpg
SKU-63185,Producto 63185,631850.50,185,Libros,Descripción del producto 63185,https://cdn.example.com/img/63185.jpg
SKU-63186,Producto 63186,631860.50,186,Alimentos,Descripción del producto 63186,https://cdn.example.com/img/63186.jpg
SKU-63187,Producto 63187,631870.50,187,Belleza,Descripción del producto 63187,https://cdn.example.com/img/63187.jpg
SKU-63188,Producto 63188,631880.50,188,Herramientas,Descripción del producto 63188,https://cdn.example.com/img/63188.jpg
,Producto 63189,631890.50,189,Mascotas,Descripción del producto 63189,https://cdn.example.com/img/63189.jpg
SKU-63190,Producto 63190,631900.50,190,Electrónica,Descripción del producto 63190,https://cdn.example.com/img/63190.jpg
SKU-63163,Producto 63191,631910.50,191,Hogar,Descripción del producto 63191,https://cdn.example.com/img/63191.jpg
SKU-63192,Producto 63192,631920.50,192,Ropa,Descripción del producto 63192,https://cdn.example.com/img/63192.jpg
SKU-63193,Producto 63193,-631930.50,193,Deportes,Descripción del producto 63193,https://cdn.example.com/img/63193.jpg
SKU-63194,Producto 63194,631940.50,-194,Juguetes,Descripción del producto 63194,https://cdn.example.com/img/63194.jpg
SKU-63195,,631950.50,195,Libros,Descripción del producto 63195,https://cdn.example.com/img/63195.jpg
,Producto 63196,631960.50,196,Alimentos,Descripción del producto 63196,https://cdn.example.com/img/63196.jpg
SKU-63197,Producto 63197,631970.50,197,Belleza,Descripción del producto 63197,https://cdn.example.com/img/63197.jpg
SKU-63198,Producto 63198,631980.50,198,Herramientas,Descripción del producto 63198,https://cdn.example.com/img/63198.jpg
SKU-63199,Producto 63199,631990.50,199,Mascotas,Descripción del producto 63199,https://cdn.example.com/img/63199.jpg
SKU-63200,Producto 63200,632000.50,200,Electrónica,Descripción del producto 63200,https://cdn.example.com/img/63200.jpg
SKU-63201,Producto 63201,632010.50,201,Hogar,Descripción del producto 63201,https://cdn.example.com/img/63201.jpg
SKU-63202,Producto 63202,632020.50,202,Ropa,Descripción del producto 63202,https://cdn.example.com/img/63202.jpg
,Producto 63203,632030.50,203,Deportes,Descripción del producto 63203,https://cdn.example.com/img/63203.jpg
SKU-63204,Producto 63204,632040.50,204,,Descripción del producto 63204,https://cdn.example.com/img/63204.jpg
SKU-63205,Producto 63205,632050.50,205,Libros,Descripción del producto 63205,https://cdn.example.com/img/63205.jpg
SKU-63206,,632060.50,206,Alimentos,Descripción del producto 63206,https://cdn.example.com/img/63206.jpg
SKU-63207,Producto 63207,632070.50,207,Belleza,Descripción del producto 63207,https://cdn.example.com/img/63207.jpg
SKU-63208,Producto 63208,632080.50,208,Herramientas,Descripción del producto 63208,https://cdn.example.com/img/63208.jpg
SKU-63209,Producto 63209,no-es-un-numero,209,Mascotas,Descripción del producto 63209,https://cdn.example.com/img/63209.jpg
,Producto 63210,632100.50,210,Electrónica,Descripción del producto 63210,https://cdn.example.com/img/63210.jpg
SKU-63211,Producto 63211,632110.50,211,Hogar,Descripción del producto 63211,https://cdn.example.com/img/63211.jpg
SKU-63212,Producto 63212,632120.50,212,Ropa,Descripción del producto 63212,https://cdn.example.com/img/63212.jpg
SKU-63213,Producto 63213,632130.50,-213,Deportes,Descripción del producto 63213,https://cdn.example.com/img/63213.jpg
SKU-63214,Producto 63214,632140.50,214,Juguetes,Descripción del producto 63214,https://cdn.example.com/img/63214.jpg
sku-63215,Producto 63215,632150.50,215,Libros,Descripción del producto 63215,https://cdn.example.com/img/63215.jpg
SKU-63216,Producto 63216,632160.50,216,Alimentos,Descripción del producto 63216,https://cdn.example.com/img/63216.jpg
,Producto 63217,632170.50,217,Belleza,Descripción del producto 63217,https://cdn.example.com/img/63217.jpg
SKU-63218,Producto 63218,632180.50,218,Herramientas,Descripción del producto 63218,https://cdn.example.com/img/63218.jpg
SKU-63219,Producto 63219,-632190.50,219,Mascotas,Descripción del producto 63219,https://cdn.example.com/img/63219.jpg
SKU-63192,Producto 63220,632200.50,220,Electrónica,Descripción del producto 63220,https://cdn.example.com/img/63220.jpg
SKU-63221,Producto 63221,632210.50,221,Hogar,Descripción del producto 63221,https://cdn.example.com/img/63221.jpg
SKU-63222,Producto 63222,632220.50,222,Ropa,Descripción del producto 63222,no-es-una-url
SKU-63223,Producto 63223,632230.50,223.75,Deportes,Descripción del producto 63223,https://cdn.example.com/img/63223.jpg
,Producto 63224,632240.50,224,Juguetes,Descripción del producto 63224,https://cdn.example.com/img/63224.jpg
SKU-63225,Producto 63225,632250.50,225,Libros,Descripción del producto 63225,https://cdn.example.com/img/63225.jpg
SKU-63226,Producto 63226,632260.50,226,Alimentos,Descripción del producto 63226,https://cdn.example.com/img/63226.jpg
SKU-63227,Producto 63227,632270.50,227,,Descripción del producto 63227,https://cdn.example.com/img/63227.jpg
SKU-63228,,632280.50,228,Herramientas,Descripción del producto 63228,https://cdn.example.com/img/63228.jpg
SKU-63229,Producto 63229,632290.50,229,MASCOTAS,Descripción del producto 63229,https://cdn.example.com/img/63229.jpg
SKU-63230,Producto 63230,632300.50,230,Electrónica,Descripción del producto 63230,https://cdn.example.com/img/63230.jpg
,Producto 63231,632310.50,231,Hogar,Descripción del producto 63231,https://cdn.example.com/img/63231.jpg
SKU-63232,Producto 63232,-632320.50,232,Ropa,Descripción del producto 63232,https://cdn.example.com/img/63232.jpg
SKU-63233,Producto 63233,632330.50,abc,Deportes,Descripción del producto 63233,https://cdn.example.com/img/63233.jpg
SKU-63234,Producto 63234,632340.50,234,Juguetes,Descripción del producto 63234,https://cdn.example.com/img/63234.jpg
SKU-63235,Producto 63235,632350.50,235,Libros,Descripción del producto 63235,https://cdn.example.com/img/63235.jpg
SKU-63236,Producto 63236,632360.50,236,Alimentos,Descripción del producto 63236,https://cdn.example.com/img/63236.jpg
SKU-63237,Producto 63237,632370.50,237,Belleza,Descripción del producto 63237,https://cdn.example.com/img/63237.jpg
,Producto 63238,632380.50,238,Herramientas,Descripción del producto 63238,https://cdn.example.com/img/63238.jpg
SKU-63239,,632390.50,239,Mascotas,Descripción del producto 63239,https://cdn.example.com/img/63239.jpg
SKU-63240,Producto 63240,632400.50,240.75,Electrónica,Descripción del producto 63240,https://cdn.example.com/img/63240.jpg
SKU-63241,Producto 63241,632410.50,241,Hogar,Descripción del producto 63241,https://cdn.example.com/img/63241.jpg
SKU-63242,Producto 63242,632420.50,242,Ropa,Descripción del producto 63242,https://cdn.example.com/img/63242.jpg
SKU-63243,Producto 63243,632430.50,243,Deportes,Descripción del producto 63243,https://cdn.example.com/img/63243.jpg
SKU-63244,Producto 63244,632440.50,244,Juguetes,Descripción del producto 63244,https://cdn.example.com/img/63244.jpg
,Producto 63245,632450.50,245,Libros,Descripción del producto 63245,https://cdn.example.com/img/63245.jpg
SKU-63246,Producto 63246,632460.50,246,Alimentos,Descripción del producto 63246,https://cdn.example.com/img/63246.jpg
SKU-63247,Producto 63247,632470.50,247,Belleza,Descripción del producto 63247,https://cdn.example.com/img/63247.jpg
SKU-63248,Producto 63248,632480.123456,248,Herramientas,Descripción del producto 63248,https://cdn.example.com/img/63248.jpg
SKU-63221,Producto 63249,632490.50,249,Mascotas,Descripción del producto 63249,https://cdn.example.com/img/63249.jpg
SKU-63250,,632500.50,250,Electrónica,Descripción del producto 63250,https://cdn.example.com/img/63250.jpg
SKU-63251,Producto 63251,632510.50,-251,Hogar,Descripción del producto 63251,https://cdn.example.com/img/63251.jpg
,Producto 63252,632520.50,252,Ropa,Descripción del producto 63252,https://cdn.example.com/img/63252.jpg
SKU-63253,  Producto   63253   con   espacios  ,632530.50,253,Deportes,Descripción del producto 63253,https://cdn.example.com/img/63253.jpg
SKU-63254,Producto 63254,632540.50,254,Juguetes,Descripción del producto 63254,https://cdn.example.com/img/63254.jpg
SKU-63255,Producto 63255,632550.50,255,Libros,Descripción del producto 63255,https://cdn.example.com/img/63255.jpg
SKU-63256,Producto 63256,632560.50,256,Alimentos,Descripción del producto 63256,https://cdn.example.com/img/63256.jpg
SKU-63257,Producto 63257,632570.50,257.75,Belleza,Descripción del producto 63257,https://cdn.example.com/img/63257.jpg
SKU-63258,Producto 63258,-632580.50,258,Herramientas,Descripción del producto 63258,https://cdn.example.com/img/63258.jpg
,Producto 63259,632590.50,259,Mascotas,Descripción del producto 63259,https://cdn.example.com/img/63259.jpg
SKU-63260,Producto 63260,632600.50,260,Electrónica,Descripción del producto 63260,https://cdn.example.com/img/63260.jpg
SKU-63261,,632610.50,261,Hogar,Descripción del producto 63261,https://cdn.example.com/img/63261.jpg
sku-63262,Producto 63262,632620.50,262,Ropa,Descripción del producto 63262,https://cdn.example.com/img/63262.jpg
SKU-63263,Producto 63263,632630.50,263,Deportes,Descripción del producto 63263,no-es-una-url
SKU-63264,Producto 63264,632640.50,264,Juguetes,Descripción del producto 63264,https://cdn.example.com/img/63264.jpg
SKU-63265,Producto 63265,632650.50,265,Libros,Descripción del producto 63265,https://cdn.example.com/img/63265.jpg
,Producto 63266,632660.50,266,Alimentos,Descripción del producto 63266,https://cdn.example.com/img/63266.jpg
SKU-63267,Producto 63267,632670.50,267,Belleza,Descripción del producto 63267,https://cdn.example.com/img/63267.jpg
SKU-63268,Producto 63268,632680.50,268,Herramientas,Descripción del producto 63268,https://cdn.example.com/img/63268.jpg
SKU-63269,Producto 63269,632690.50,269,Mascotas,Descripción del producto 63269,https://cdn.example.com/img/63269.jpg
SKU-63270,Producto 63270,632700.50,-270,Electrónica,Descripción del producto 63270,https://cdn.example.com/img/63270.jpg
SKU-63271,Producto 63271,-632710.50,271,Hogar,Descripción del producto 63271,https://cdn.example.com/img/63271.jpg
SKU-63272,,632720.50,272,Ropa,Descripción del producto 63272,https://cdn.example.com/img/63272.jpg
,Producto 63273,632730.50,273,Deportes,Descripción del producto 63273,https://cdn.example.com/img/63273.jpg
SKU-63274,Producto 63274,632740.50,274.75,Juguetes,Descripción del producto 63274,https://cdn.example.com/img/63274.jpg
SKU-63275,Producto 63275,632750.50,275,Libros,Descripción del producto 63275,https://cdn.example.com/img/63275.jpg
SKU-63276,Producto 63276,632760.50,276,Alimentos,Descripción del producto 63276,https://cdn.example.com/img/63276.jpg
SKU-63277,Producto 63277,632770.50,277,Belleza,Descripción del producto 63277,https://cdn.example.com/img/63277.jpg
SKU-63250,Producto 63278,632780.50,278,Herramientas,Descripción del producto 63278,https://cdn.example.com/img/63278.jpg
SKU-63279,Producto 63279,632790.50,279,Mascotas,Descripción del producto 63279,https://cdn.example.com/img/63279.jpg
,Producto 63280,632800.50,280,Electrónica,Descripción del producto 63280,https://cdn.example.com/img/63280.jpg
SKU-63281,Producto 63281,632810.50,281,Hogar,Descripción del producto 63281,https://cdn.example.com/img/63281.jpg
SKU-63282,Producto 63282,632820.50,282,ROPA,Descripción del producto 63282,https://cdn.example.com/img/63282.jpg
SKU-63283,,632830.50,283,Deportes,Descripción del producto 63283,https://cdn.example.com/img/63283.jpg
SKU-63284,Producto 63284,-632840.50,284,Juguetes,Descripción del producto 63284,https://cdn.example.com/img/63284.jpg
SKU-63285,Producto 63285,632850.50,285,Libros,Descripción del producto 63285,https://cdn.example.com/img/63285.jpg
SKU-63286,Producto 63286,632860.50,286,Alimentos,Descripción del producto 63286,https://cdn.example.com/img/63286.jpg
,Producto 63287,632870.50,287,Belleza,Descripción del producto 63287,https://cdn.example.com/img/63287.jpg
SKU-63288,Producto 63288,632880.50,288,Herramientas,Descripción del producto 63288,https://cdn.example.com/img/63288.jpg
SKU-63289,Producto 63289,632890.50,-289,Mascotas,Descripción del producto 63289,https://cdn.example.com/img/63289.jpg
SKU-63290,Producto 63290,632900.50,290,Electrónica,Descripción del producto 63290,https://cdn.example.com/img/63290.jpg
SKU-63291,Producto 63291,632910.50,291.75,Hogar,Descripción del producto 63291,https://cdn.example.com/img/63291.jpg
SKU-63292,Producto 63292,632920.50,292,Ropa,Descripción del producto 63292,https://cdn.example.com/img/63292.jpg
SKU-63293,Producto 63293,632930.50,293,Deportes,Descripción del producto 63293,https://cdn.example.com/img/63293.jpg
,Producto 63294,632940.50,294,Juguetes,Descripción del producto 63294,https://cdn.example.com/img/63294.jpg
SKU-63295,Producto 63295,632950.50,295,Libros,Descripción del producto 63295,https://cdn.example.com/img/63295.jpg
SKU-63296,Producto 63296,632960.50,296,,Descripción del producto 63296,https://cdn.example.com/img/63296.jpg
SKU-63297,Producto 63297,-632970.50,297,Belleza,Descripción del producto 63297,https://cdn.example.com/img/63297.jpg
SKU-63298,Producto 63298,632980.50,298,Herramientas,Descripción del producto 63298,https://cdn.example.com/img/63298.jpg
SKU-63299,Producto 63299,632990.50,299,Mascotas,Descripción del producto 63299,https://cdn.example.com/img/63299.jpg
SKU-63300,Producto 63300,633000.50,300,Electrónica,Descripción del producto 63300,https://cdn.example.com/img/63300.jpg
,Producto 63301,633010.50,301,Hogar,Descripción del producto 63301,https://cdn.example.com/img/63301.jpg
SKU-63302,Producto 63302,no-es-un-numero,302,Ropa,Descripción del producto 63302,https://cdn.example.com/img/63302.jpg
SKU-63303,Producto 63303,633030.50,303,Deportes,Descripción del producto 63303,https://cdn.example.com/img/63303.jpg
SKU-63304,Producto 63304,633040.50,304,Juguetes,Descripción del producto 63304,no-es-una-url
SKU-63305,,633050.50,305,Libros,Descripción del producto 63305,https://cdn.example.com/img/63305.jpg
SKU-63306,Producto 63306,633060.50,306,Alimentos,Descripción del producto 63306,https://cdn.example.com/img/63306.jpg
SKU-63279,Producto 63307,633070.50,307,Belleza,Descripción del producto 63307,https://cdn.example.com/img/63307.jpg
,Producto 63308,633080.50,308,Herramientas,Descripción del producto 63308,https://cdn.example.com/img/63308.jpg
sku-63309,Producto 63309,633090.50,309,Mascotas,Descripción del producto 63309,https://cdn.example.com/img/63309.jpg
SKU-63310,Producto 63310,-633100.50,310,Electrónica,Descripción del producto 63310,https://cdn.example.com/img/63310.jpg
SKU-63311,Producto 63311,633110.50,311,Hogar,Descripción del producto 63311,https://cdn.example.com/img/63311.jpg
SKU-63312,Producto 63312,633120.50,312,Ropa,Descripción del producto 63312,https://cdn.example.com/img/63312.jpg
SKU-63313,Producto 63313,633130.50,313,Deportes,Descripción del producto 63313,https://cdn.example.com/img/63313.jpg
SKU-63314,Producto 63314,633140.50,314,Juguetes,Descripción del producto 63314,https://cdn.example.com/img/63314.jpg
,Producto 63315,633150.50,315,Libros,Descripción del producto 63315,https://cdn.example.com/img/63315.jpg
SKU-63316,,633160.50,316,Alimentos,Descripción del producto 63316,https://cdn.example.com/img/63316.jpg
SKU-63317,Producto 63317,633170.50,317,Belleza,Descripción del producto 63317,https://cdn.example.com/img/63317.jpg
SKU-63318,Producto 63318,633180.50,318,Herramientas,,https://cdn.example.com/img/63318.jpg
SKU-63319,Producto 63319,633190.50,319,,Descripción del producto 63319,https://cdn.example.com/img/63319.jpg
SKU-63320,Producto 63320,633200.50,320,Electrónica,Descripción del producto 63320,https://cdn.example.com/img/63320.jpg
SKU-63321,Producto 63321,633210.50,321,Hogar,Descripción del producto 63321,https://cdn.example.com/img/63321.jpg
,Producto 63322,633220.50,322,Ropa,Descripción del producto 63322,https://cdn.example.com/img/63322.jpg
SKU-63323,Producto 63323,-633230.50,323,Deportes,Descripción del producto 63323,https://cdn.example.com/img/63323.jpg
SKU-63324,Producto 63324,633240.50,324,Juguetes,Descripción del producto 63324,https://cdn.example.com/img/63324.jpg
SKU-63325,Producto 63325,633250.50,325.75,Libros,Descripción del producto 63325,https://cdn.example.com/img/63325.jpg
SKU-63326,Producto 63326,633260.50,326,Alimentos,Descripción del producto 63326,https://cdn.example.com/img/63326.jpg
SKU-63327,,633270.50,327,Belleza,Descripción del producto 63327,https://cdn.example.com/img/63327.jpg
SKU-63328,Producto 63328,633280.50,328,Herramientas,Descripción del producto 63328,https://cdn.example.com/img/63328.jpg
,Producto 63329,633290.50,329,Mascotas,Descripción del producto 63329,https://cdn.example.com/img/63329.jpg
